23,41,114
24,42,117
24,43,120
25,44,123
25,45,126
25,47,128
26,48,131
26,49,134
26,50,137
27,51,140
27,52,143
27,53,146
28,54,149
28,56,152
28,57,155
28,58,158
29,59,161
29,60,164
29,61,167
30,62,171
30,64,174
30,65,177
31,66,180
31,67,183
32,68,186
32,70,189
33,71,191
34,72,194
35,73,197
36,74,200
37,76,202
39,77,205
41,78,207
43,80,210
45,81,212
47,82,214
49,84,216
52,85,217
55,86,219
57,88,220
60,89,222
63,91,223
66,92,224
68,93,225
71,95,226
74,96,227
77,98,228
79,99,229
82,101,230
85,102,231
87,104,232
90,105,233
92,107,234
95,108,235
97,110,235
99,111,236
102,113,237
104,115,238
106,116,239
109,118,240
111,119,240
113,121,241
115,122,242
117,124,243
119,126,244
122,127,244
124,129,245
126,130,246
128,132,247
130,133,247
132,135,248
134,137,249
136,138,249
138,140,250
141,142,251
143,143,251
145,145,251
147,147,252
149,148,252
151,150,252
153,152,252
155,153,253
157,155,253
159,157,253
161,159,253
163,160,252
165,162,252
167,164,252
169,166,252
171,167,252
173,169,252
175,171,252
177,173,251
179,175,251
181,176,251
183,178,251
185,180,250
187,182,250
189,184,250
191,185,250
192,187,249
194,189,249
196,191,249
198,193,249
200,195,248
201,196,248
203,198,248
205,200,247
207,202,247
208,204,247
210,206,247
212,207,246
214,209,246
215,211,245
217,213,245
219,215,245
220,216,244
222,218,244
224,219,243
225,221,242
227,222,242
229,223,241
230,225,240
232,225,239
233,226,237
235,227,236
236,227,234
237,227,233
239,227,231
240,226,229
241,225,227
242,225,225
243,223,222
244,222,220
245,221,217
246,219,214
247,217,212
247,215,209
248,213,206
249,211,203
249,209,201
250,207,198
250,205,195
250,202,192
251,200,189
251,198,186
251,195,183
252,193,181
252,191,178
252,189,175
252,186,172
252,184,169
252,182,166
253,179,164
253,177,161
253,175,158
253,172,155
253,170,152
253,167,150
253,165,147
253,163,144
253,160,141
253,158,139
252,156,136
252,153,133
252,151,130
252,148,128
252,146,125
251,144,122
251,141,120
251,139,117
250,136,115
250,134,112
249,132,109
249,129,107
248,127,105
248,125,102
247,122,100
246,120,97
245,118,95
245,115,93
244,113,91
243,111,88
242,109,86
241,107,84
240,104,82
239,102,80
237,100,78
236,98,76
235,96,74
234,94,72
233,91,70
231,89,68
230,87,66
229,85,64
228,83,63
226,80,61
225,78,59
224,76,57
223,73,55
221,71,53
220,69,51
219,66,49
217,64,47
216,61,45
215,59,44
214,56,42
212,54,40
211,51,38
209,48,36
208,46,34
207,43,33
205,40,31
204,37,29
202,34,27
200,31,26
199,28,24
197,25,23
195,22,21
193,19,20
191,16,19
189,13,18
187,10,17
185,7,16
182,5,15
180,3,14
178,2,13
175,1,13
173,0,12
170,0,12
167,0,12
165,0,11
162,0,11
159,1,11
157,1,10
154,2,10
151,2,10
149,2,10
146,3,9
143,3,9
141,4,9
138,4,8
135,4,8
133,5,8
130,5,7
128,5,7
125,6,7
122,6,6
120,6,6
117,6,5
115,7,5
112,7,4
110,7,4
107,7,3
105,7,3
102,7,2
