17,17,17
17,18,19
18,19,21
18,19,23
19,20,25
19,21,27
19,22,29
20,22,31
20,23,32
20,24,34
20,24,36
20,25,38
20,26,40
20,26,42
20,27,44
20,28,46
20,29,47
20,29,49
19,30,51
19,31,53
19,31,55
19,32,57
18,33,58
18,34,60
18,34,62
17,35,64
17,36,66
17,37,68
16,37,69
16,38,71
15,39,73
14,40,75
14,40,77
13,41,78
12,42,80
12,43,82
11,43,84
10,44,85
9,45,87
8,46,89
7,46,90
6,47,92
6,48,94
5,49,95
4,49,97
3,50,99
2,51,100
2,52,102
1,53,103
0,53,105
0,54,107
0,55,108
0,56,110
0,56,111
0,57,113
0,58,114
0,59,115
0,60,117
0,60,118
0,61,119
0,62,121
0,63,122
0,64,123
0,64,125
1,65,126
3,66,127
4,67,128
5,68,129
7,68,130
9,69,131
11,70,132
13,71,133
15,72,134
17,72,135
19,73,136
21,74,137
24,75,138
26,76,138
28,76,139
30,77,140
32,78,140
34,79,141
36,80,141
38,80,142
40,81,142
42,82,142
45,83,142
47,84,143
49,84,143
51,85,143
53,86,143
55,87,143
58,88,142
60,89,142
62,89,142
64,90,141
67,91,141
69,92,140
71,93,139
73,94,139
75,94,138
77,95,137
79,96,137
81,97,136
83,98,135
85,99,135
87,100,134
89,100,133
90,101,133
92,102,132
94,103,131
95,104,131
97,105,130
99,106,129
100,106,128
102,107,128
104,108,127
105,109,126
107,110,126
108,111,125
110,112,124
111,113,123
113,113,123
114,114,122
116,115,121
117,116,121
119,117,120
120,118,119
122,119,118
123,120,118
124,121,117
126,121,116
127,122,115
129,123,115
130,124,114
131,125,113
133,126,112
134,127,111
136,128,111
137,129,110
138,129,109
140,130,108
141,131,107
142,132,107
144,133,106
145,134,105
146,135,104
148,136,103
149,137,103
150,138,102
152,138,101
153,139,100
154,140,99
156,141,98
157,142,97
158,143,96
160,144,96
161,145,95
162,146,94
164,147,93
165,148,92
166,148,91
167,149,91
169,150,90
170,151,90
171,152,89
172,153,89
173,154,89
175,155,89
176,156,89
177,157,89
178,158,89
179,159,89
180,159,89
181,160,90
182,161,90
183,162,90
184,163,91
185,164,91
186,165,92
187,166,93
188,167,94
189,168,94
191,169,95
192,170,96
193,171,97
193,172,98
194,173,99
195,174,100
196,175,101
197,176,103
198,176,104
199,177,105
200,178,106
201,179,108
202,180,109
203,181,110
204,182,112
205,183,113
206,184,115
207,185,117
207,186,118
208,187,120
209,188,121
210,189,123
211,190,125
212,191,127
213,192,128
213,193,130
214,194,132
215,195,134
216,196,136
217,197,138
217,198,140
218,199,141
219,200,143
220,201,145
221,202,148
221,203,150
222,204,152
223,205,154
223,206,156
224,207,158
225,208,160
226,209,162
226,210,165
227,211,167
228,212,169
228,213,171
229,214,174
229,215,176
230,216,178
231,217,181
231,218,183
232,219,186
232,220,188
233,221,191
233,222,193
234,223,195
234,224,198
235,225,201
235,226,203
236,227,206
236,228,208
237,229,211
237,230,213
238,231,216
238,232,219
238,233,221
239,234,224
239,235,227
239,236,230
240,237,232
240,238,235
240,240,238
241,241,241
