39,175,20
43,175,16
47,175,12
51,176,8
55,177,5
59,177,2
63,178,0
68,179,0
72,180,0
76,181,0
79,182,0
83,183,0
87,184,0
90,185,0
94,186,0
97,187,0
101,188,0
104,189,0
107,190,0
110,191,0
114,192,0
117,193,0
120,194,0
123,195,0
126,196,0
129,197,0
132,198,0
135,199,0
138,200,0
141,201,0
144,202,0
147,203,0
149,204,0
152,205,0
155,206,0
158,207,0
161,208,0
164,209,0
166,210,0
169,211,0
172,212,0
175,213,0
178,214,0
180,215,0
183,216,0
186,217,0
189,218,0
191,219,0
194,220,0
197,221,0
199,222,0
202,222,0
205,223,0
208,224,0
210,225,0
213,226,0
215,227,0
218,228,0
220,228,0
223,229,0
225,229,0
227,229,3
229,229,11
231,229,18
233,228,25
235,227,31
236,226,38
238,225,43
239,223,49
240,222,55
241,220,60
242,218,65
244,216,70
245,213,75
246,211,80
246,209,84
247,207,88
248,204,92
249,202,97
250,200,100
251,197,104
251,195,108
252,193,112
253,190,115
253,188,119
254,186,122
255,183,126
255,181,129
255,178,132
255,176,135
255,173,139
255,171,142
255,168,145
255,166,148
255,163,151
255,161,154
255,158,157
255,155,160
255,153,163
255,150,166
255,147,169
255,144,172
255,142,175
255,139,178
255,136,181
255,133,184
255,130,187
255,127,190
255,124,193
255,121,196
255,118,199
255,114,201
255,111,204
255,108,207
255,104,210
255,101,213
255,97,216
255,93,219
255,90,221
255,86,224
255,82,227
255,78,230
255,74,233
255,71,235
255,68,238
255,65,240
254,63,243
253,63,245
252,63,247
251,64,248
249,66,250
248,69,251
247,72,252
245,76,253
244,81,253
242,85,254
241,90,254
239,94,254
238,98,254
236,103,254
235,107,254
233,111,254
231,115,254
230,119,254
228,122,254
226,126,254
224,129,254
222,133,254
221,136,254
219,139,254
217,143,254
215,146,254
213,149,254
211,152,254
209,155,254
207,158,254
204,161,254
202,164,254
200,167,254
198,169,254
195,172,254
193,175,254
190,178,254
188,180,254
185,183,254
183,186,254
180,188,254
177,191,253
174,193,253
171,196,253
168,198,253
165,201,253
162,203,253
158,206,253
155,208,253
151,211,253
147,213,253
143,216,253
139,218,253
135,220,253
130,223,253
126,225,252
121,227,252
115,229,252
110,232,252
104,234,251
98,236,251
92,237,250
85,239,249
79,240,248
72,242,246
65,243,245
59,243,243
53,243,240
48,243,238
44,243,235
41,243,232
39,242,229
38,241,226
38,240,223
38,239,219
39,238,216
40,237,213
41,236,209
43,234,206
44,233,202
45,232,199
46,230,195
47,229,192
48,228,189
49,227,185
49,225,182
50,224,178
50,223,175
51,221,172
51,220,168
51,219,165
52,218,162
52,216,158
52,215,155
52,214,151
52,213,148
52,211,145
51,210,141
51,209,138
51,207,135
50,206,131
50,205,128
49,204,124
49,202,121
48,201,118
48,200,114
47,199,111
46,197,108
45,196,104
44,195,101
43,194,97
42,192,94
41,191,90
40,190,87
39,189,83
37,187,80
36,186,76
34,185,72
33,184,69
31,183,65
30,181,61
28,180,57
27,179,53
26,178,49
26,177,45
27,177,41
28,176,37
30,175,33
32,175,28
35,175,24
