8,92,248
15,95,244
19,97,241
23,99,237
25,101,233
27,103,229
28,106,225
29,108,222
29,110,218
30,112,214
29,114,210
29,116,206
28,117,203
27,119,199
25,121,195
24,123,191
22,125,187
20,126,184
19,128,180
18,130,176
18,131,172
19,133,168
20,134,164
23,136,160
26,137,156
29,138,152
32,140,147
35,141,143
39,142,139
42,143,134
45,144,130
47,146,126
49,147,121
52,148,117
53,149,112
55,150,108
56,151,103
57,152,98
58,154,94
59,155,89
59,156,84
59,157,80
60,158,75
60,159,70
60,160,66
61,161,61
61,162,57
62,163,53
63,164,49
65,165,46
66,166,43
68,167,40
71,168,38
73,168,36
76,169,34
78,170,33
81,170,32
84,171,32
87,172,31
90,172,31
92,173,30
95,174,30
98,174,30
101,175,30
103,175,29
106,176,29
108,177,29
111,177,29
114,178,29
116,178,29
119,179,28
121,180,28
123,180,28
126,181,28
128,181,27
131,182,27
133,182,27
135,183,27
138,184,27
140,184,26
142,185,26
145,185,26
147,186,26
149,186,25
151,187,25
154,187,25
156,188,25
158,189,24
160,189,24
163,190,24
165,190,24
167,191,23
169,191,23
171,192,23
174,192,22
176,193,22
178,193,22
180,194,21
182,194,21
184,195,21
187,195,20
189,196,20
191,197,20
193,197,19
195,198,19
197,198,19
199,199,18
202,199,18
204,200,18
206,200,17
208,201,17
210,201,16
212,202,16
214,202,15
216,203,15
219,203,14
221,203,14
223,204,14
225,204,14
227,205,14
229,205,14
231,205,15
233,206,16
235,206,18
237,206,20
239,205,22
241,205,25
243,205,28
244,204,31
246,203,35
247,202,38
248,201,41
249,200,45
249,199,48
250,198,51
250,197,54
251,195,57
251,194,60
252,192,63
252,191,65
252,190,68
252,188,70
252,187,72
253,185,75
253,184,77
253,182,79
253,181,81
253,179,83
253,178,85
254,176,87
254,175,89
254,173,91
254,172,93
254,170,95
254,169,97
254,167,99
254,166,101
254,164,102
254,163,104
254,161,106
254,160,108
255,158,109
255,157,111
255,155,113
255,154,114
255,152,116
255,151,117
255,149,119
255,147,121
255,146,122
255,144,124
255,143,125
255,141,127
254,139,128
254,138,130
254,136,132
254,134,133
254,133,135
254,131,136
254,129,138
254,128,139
254,126,140
254,124,142
254,122,143
253,121,145
253,119,146
253,117,148
253,115,149
253,113,151
253,112,152
253,110,153
252,108,155
252,106,156
252,104,158
252,102,159
252,100,160
251,98,162
251,96,163
251,94,164
251,92,165
250,90,166
250,88,167
250,86,168
250,84,168
249,82,168
249,80,168
249,78,167
248,76,166
248,74,165
248,73,163
247,71,161
247,70,158
247,68,156
246,67,153
246,66,150
246,64,146
245,63,143
245,62,140
244,61,136
244,60,133
243,58,130
243,57,126
242,56,123
241,55,120
241,54,116
240,52,113
240,51,109
239,50,106
238,49,103
238,47,99
237,46,96
236,45,93
235,44,89
235,42,86
234,41,83
233,40,79
232,38,76
232,37,73
231,36,69
230,34,66
229,33,63
228,32,59
227,30,56
226,29,53
226,27,49
225,26,46
224,24,42
223,22,38
222,20,35
221,19,31
220,17,27
219,15,23
218,12,18
217,10,12
216,7,6
215,5,0
