225,215,218
226,215,216
227,214,214
228,213,212
229,212,209
230,210,207
231,209,204
232,207,201
233,205,198
234,203,195
234,201,192
235,199,189
236,197,186
236,194,183
237,192,180
237,189,176
238,187,173
238,185,170
238,182,167
239,180,164
239,177,160
239,175,157
239,172,154
240,170,151
240,167,148
240,165,144
240,162,141
240,160,138
240,157,135
240,155,132
240,152,129
240,150,126
240,147,122
240,145,119
240,142,116
240,139,113
239,137,110
239,134,107
239,132,104
239,129,101
238,126,98
238,124,95
238,121,92
237,118,89
237,116,86
237,113,83
236,110,80
236,107,77
235,105,74
235,102,71
234,99,68
234,96,65
233,93,62
232,90,59
232,87,56
231,85,53
230,82,51
229,79,48
228,76,45
227,73,43
225,71,41
224,68,38
222,66,36
220,64,35
218,62,33
216,60,32
214,58,30
212,57,29
209,56,28
207,55,28
204,54,27
201,53,27
198,52,26
195,52,26
192,52,26
189,51,26
186,51,26
183,51,26
180,51,26
177,50,27
174,50,27
171,50,27
167,50,27
164,50,27
161,49,27
158,49,27
155,49,28
152,49,28
148,49,28
145,48,28
142,48,28
139,48,28
136,47,28
133,47,28
130,47,28
127,46,28
124,46,28
121,46,29
118,45,29
115,45,29
112,44,29
109,44,29
106,44,29
103,43,29
100,43,29
97,42,29
94,42,29
91,41,29
88,41,29
85,40,29
82,40,29
79,39,29
76,38,29
73,38,29
71,37,29
68,37,29
65,36,29
62,36,29
60,35,29
57,35,30
55,34,30
52,34,31
50,34,31
48,33,32
46,33,33
45,33,34
43,33,35
42,33,37
41,34,38
40,34,40
39,34,42
39,35,44
39,35,46
39,36,49
39,37,51
39,38,54
39,39,57
39,40,60
40,41,63
40,42,66
41,43,69
41,44,72
42,45,75
42,46,79
43,48,82
43,49,85
44,50,89
44,51,92
45,53,96
45,54,99
46,55,102
46,56,106
47,58,109
47,59,113
47,60,116
47,61,120
48,63,124
48,64,127
48,65,131
48,66,134
48,68,138
48,69,142
48,70,145
48,72,149
48,73,153
48,74,156
47,76,160
47,77,164
47,78,168
46,80,171
46,81,175
45,82,179
44,84,183
44,85,187
43,86,191
42,88,194
41,89,198
40,90,202
39,92,206
38,93,210
37,95,213
36,96,217
36,97,221
35,99,224
35,100,227
35,102,231
36,103,234
37,105,236
39,106,239
41,108,241
44,109,244
47,111,245
51,112,247
55,114,249
59,115,250
63,117,251
68,118,251
72,120,252
76,122,252
81,123,252
85,125,252
89,127,252
93,128,252
97,130,252
101,132,252
104,133,252
108,135,251
111,137,251
115,139,250
118,140,250
121,142,250
125,144,249
128,146,249
131,147,248
134,149,248
136,151,247
139,153,247
142,155,246
145,156,246
147,158,245
150,160,245
153,162,245
155,164,244
158,165,244
160,167,243
163,169,243
165,171,242
168,173,242
170,175,241
172,177,241
175,178,240
177,180,240
179,182,239
181,184,239
184,186,238
186,188,238
188,190,237
190,192,237
192,193,236
194,195,235
196,197,235
198,199,234
201,201,234
203,203,233
205,204,232
206,206,232
208,208,231
210,209,230
212,211,229
214,212,228
216,213,227
217,214,226
219,215,225
220,215,224
222,215,222
223,215,220
