0,0,0
2,0,0
4,1,0
6,1,0
8,2,0
10,2,0
12,2,0
14,3,0
16,3,0
18,3,0
19,4,0
21,4,0
22,4,0
23,4,0
25,5,0
26,5,0
27,5,0
28,5,0
30,6,0
31,6,0
32,6,0
33,6,0
34,6,0
35,7,0
36,7,0
37,7,0
38,7,0
39,7,0
40,8,0
41,8,0
41,8,0
42,8,0
43,8,0
44,8,0
45,8,0
46,9,0
46,9,0
47,9,0
48,9,0
49,9,0
50,9,0
50,10,0
51,10,0
52,10,0
53,10,0
53,10,0
54,10,0
55,10,0
55,10,0
56,11,0
57,11,0
58,11,0
58,11,0
59,11,0
60,11,0
61,11,0
61,12,0
62,12,0
63,12,0
64,12,0
64,12,0
65,12,0
66,12,0
67,13,0
68,13,0
68,13,0
69,13,0
70,13,0
71,13,0
71,13,0
72,14,0
73,14,0
74,14,0
74,14,0
75,14,0
76,14,0
77,15,0
78,15,0
78,15,0
79,15,0
80,15,0
81,15,0
81,15,0
82,16,0
83,16,0
84,16,0
85,16,0
85,16,0
86,16,0
87,16,0
88,17,0
88,17,0
89,17,0
90,17,0
91,17,0
92,17,0
92,17,0
93,18,0
94,18,0
95,18,0
96,18,0
96,18,0
97,18,0
98,19,0
99,19,0
100,19,0
100,19,0
101,19,0
102,19,0
103,19,0
104,20,0
104,20,0
105,20,0
106,20,0
107,20,0
108,20,0
109,20,0
109,21,0
110,21,0
111,21,0
112,21,0
113,21,0
113,21,0
114,22,0
115,22,0
116,22,0
117,22,0
118,22,0
118,22,0
119,23,0
120,23,0
121,23,0
122,23,0
122,23,0
123,23,0
124,23,0
125,24,0
126,24,0
127,24,0
127,24,0
128,24,0
129,24,0
130,25,0
131,25,0
132,25,0
132,25,0
133,25,0
134,25,0
135,25,0
136,26,0
137,26,0
138,26,0
138,26,0
139,26,0
140,26,0
141,27,0
142,27,0
143,27,0
143,27,0
144,27,0
145,27,0
146,28,0
147,28,0
148,28,0
149,28,0
149,28,0
150,28,0
151,29,0
152,29,0
153,29,0
154,29,0
155,29,0
155,29,0
156,30,0
157,30,0
158,30,0
159,30,0
160,30,0
161,30,0
161,30,0
162,31,0
163,31,0
164,31,0
165,31,0
166,31,0
167,31,0
168,32,0
168,32,0
169,32,0
170,32,0
171,32,0
172,32,0
173,33,0
174,33,0
175,33,0
175,33,0
176,33,0
177,33,0
178,34,0
179,34,0
180,34,0
181,34,0
182,34,0
182,34,0
183,35,0
184,35,0
185,35,0
186,35,0
187,35,0
188,35,0
189,36,0
190,36,0
190,36,0
191,36,0
192,36,0
193,36,0
194,37,0
195,37,0
196,37,0
197,37,0
198,37,0
199,38,0
199,38,0
200,38,0
201,38,0
202,38,0
203,38,0
204,39,0
205,39,0
206,39,0
207,39,0
208,39,0
208,39,0
209,40,0
210,40,0
211,40,0
212,40,0
213,40,0
214,40,0
215,41,0
216,41,0
217,41,0
218,41,0
218,41,0
219,41,0
220,42,0
221,42,0
222,42,0
223,42,0
224,42,0
225,42,0
226,43,0
227,43,0
228,43,0
229,43,0
230,43,0
